"rfmo","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc",172.5,-47.5,1984,6168.5,1.19,82,0,0,1.19,82,0,0
"wcpfc",172.5,-47.5,1985,3477.2,2.091,145,0,0,2.091,145,0,0
"wcpfc",172.5,-47.5,1986,2281.4,2.561,177,0,0,2.561,177,0,0
"wcpfc",172.5,-47.5,1987,3852.8,0.071,5,0,0,0.071,5,0,0
"wcpfc",172.5,-47.5,1988,3689.5,0.868,62,0,0,0.868,62,0,0
"wcpfc",172.5,-47.5,1989,2435.3,0.34,22,0,0,0.34,22,0,0
"wcpfc",172.5,-47.5,1991,1499.8,0.843,55,0,0,0.843,55,0,0
"wcpfc",177.5,-47.5,1970,2157.93,22.876,2105,0,0,22.876,2105,0,0
"wcpfc",177.5,-47.5,1971,2448.061,38.529,2653,0,0,38.529,2653,0,0
"wcpfc",177.5,-47.5,1973,1304.503,5.726,426,0.049,1,5.677,425,0,0
"wcpfc",177.5,-47.5,1974,1812.928,2.638,197,0,0,2.638,197,0,0
"wcpfc",177.5,-47.5,1976,4440.017,2.379,153,0,0,2.379,153,0,0
"wcpfc",177.5,-47.5,1977,2248.971,1.191,84,0,0,1.191,84,0,0
"wcpfc",177.5,-47.5,1980,1589.045,0.977,82,0,0,0.977,82,0,0
"wcpfc",177.5,-47.5,1981,1972.8,2.729,216,0,0,2.729,216,0,0
"wcpfc",177.5,-47.5,1982,1376.5,0.473,32,0,0,0.473,32,0,0
"wcpfc",-172.5,-42.5,1974,5728.017,524.128,48774,57.374,1274,327.385,42523,139.369,4977
"iattc",-147.5,-42.5,1979,22.514,0,366,0,4,0,362,0,0
"iattc",-147.5,-42.5,1981,16.17,0,892,0,4,0,886,0,2
"iattc",-147.5,-42.5,1983,9.646,6.39,563,0,0,6.39,563,0,0
"iattc",-147.5,-42.5,1984,5.351,0,119,0,0,0,119,0,0
"iattc",-147.5,-42.5,1986,56.355,0,1928,0,0,0,1928,0,0
"iattc",-147.5,-42.5,1987,7.99,0.55,70,0,0,0.55,70,0,0
"iattc",-147.5,-42.5,1989,8.845,0.48,88,0,0,0.48,88,0,0
"iattc",-147.5,-42.5,1993,30.119,4.31,396,0,0,4.31,396,0,0
"iattc",-147.5,-42.5,1996,237.784,109.53,14376,0,0,109.53,14376,0,0
"iattc",-147.5,-42.5,1997,115.907,32.38,4908,0,0,32.38,4908,0,0
"iattc",-147.5,-42.5,1999,2.56,0.94,27,0.81,23,0,0,0.13,4
"iattc",-147.5,-42.5,2000,338.43,107.89,9856,18.45,517,85.37,9190,4.07,149
"iattc",-147.5,-42.5,2001,5.04,0.22,6,0.18,4,0,0,0.04,2
"iattc",-147.5,-42.5,2002,69.254,68.54,1613,48.97,1028,1.38,126,18.19,459
"iattc",-147.5,-42.5,2004,167.426,45.83,5010,4.88,148,39.2,4815,1.75,47
"iattc",-147.5,-42.5,2005,9.216,2.02,247,0,0,2.02,247,0,0
"iattc",-147.5,-42.5,2006,48,12.15,1274,0.08,4,12.07,1270,0,0
"iattc",-147.5,-42.5,2009,28.8,9.6,1009,0,0,9.6,1009,0,0
"iattc",-147.5,-42.5,2019,3.25,0,2,0,0,0,2,0,0
"iattc",-142.5,-42.5,1981,24.395,0,747,0,0,0,747,0,0
"iattc",-142.5,-42.5,1982,8.26,0,340,0,0,0,339,0,1
"iattc",-142.5,-42.5,1984,9.676,6.36,442,0,0,6.36,442,0,0
"iattc",-142.5,-42.5,1985,8.6,0,241,0,1,0,240,0,0
"iattc",-142.5,-42.5,1986,159.518,0,2958,0,2,0,2956,0,0
"iattc",-142.5,-42.5,1989,3.29,0.19,35,0,0,0.19,35,0,0
"iattc",-142.5,-42.5,1993,52.56,11.47,886,0,0,11.47,886,0,0
"iattc",-142.5,-42.5,1996,91.152,66.01,7771,0,0,66.01,7771,0,0
"iattc",-142.5,-42.5,1997,21.524,8.8,1262,0,0,8.8,1262,0,0
"iattc",-142.5,-42.5,2000,108.43,18.53,2380,0,0,18.53,2380,0,0
"iattc",-142.5,-42.5,2002,61.755,51.03,1657,30.5,553,16.25,994,4.28,110
"iattc",-142.5,-42.5,2003,101.5,33.94,1896,13.63,384,11.65,1198,8.66,314
"iattc",-142.5,-42.5,2004,228.439,82.78,6187,11.8,228,58.89,5653,12.09,306
"iattc",-142.5,-42.5,2005,8.848,4.27,475,0,0,4.27,475,0,0
"iattc",-142.5,-42.5,2006,208.44,50.97,4920,0.1,5,50.87,4915,0,0
"iattc",-142.5,-42.5,2012,28.4,13.81,1767,0,0,13.81,1767,0,0
"iattc",-137.5,-42.5,1982,2.45,0,133,0,0,0,133,0,0
"iattc",-137.5,-42.5,1984,28.382,0,565,0,0,0,565,0,0
"iattc",-137.5,-42.5,1985,342,0,11177,0,2,0,11175,0,0
"iattc",-137.5,-42.5,1986,251.994,0,2458,0,1,0,2456,0,1
"iattc",-137.5,-42.5,1989,109.268,36.33,2732,0,0,36.33,2732,0,0
"iattc",-137.5,-42.5,1992,316.831,175.37,14457,0,0,175.37,14457,0,0
"iattc",-137.5,-42.5,1993,10.63,4.94,337,0,0,4.94,337,0,0
"iattc",-137.5,-42.5,1994,7.56,0,6,0,0,0,6,0,0
"iattc",-137.5,-42.5,1996,246.674,146.93,19682,0,0,146.93,19682,0,0
"iattc",-137.5,-42.5,1999,41.491,5.5,686,0,0,5.5,686,0,0
"iattc",-137.5,-42.5,2000,88.388,6.23,665,0,0,6.23,665,0,0
"iattc",-137.5,-42.5,2002,379.466,81.97,3631,13.69,373,60.66,3046,7.62,212
"iattc",-137.5,-42.5,2003,447.445,140.88,11880,34.66,1059,90.51,10237,15.71,584
"iattc",-137.5,-42.5,2004,477.161,85.42,7045,10.17,300,72.28,6645,2.97,100
"iattc",-137.5,-42.5,2005,92.988,39.67,4227,0.05,1,39.62,4226,0,0
"iattc",-137.5,-42.5,2006,286.3,70.51,6681,0.94,24,69.53,6655,0.04,2
"iattc",-137.5,-42.5,2009,48.6,41.89,5034,0,0,41.89,5034,0,0
"iattc",-137.5,-42.5,2012,21.75,4.39,563,0,0,4.39,563,0,0
"iattc",-132.5,-42.5,1982,29.45,0,1540,0,0,0,1540,0,0
"iattc",-132.5,-42.5,1984,14.259,0,337,0,0,0,337,0,0
"iattc",-132.5,-42.5,1985,66.457,0,2216,0,0,0,2216,0,0
"iattc",-132.5,-42.5,1986,238.37,0,2480,0,0,0,2480,0,0
"iattc",-132.5,-42.5,1989,21.07,2.43,316,0,0,2.43,316,0,0
"iattc",-132.5,-42.5,1992,521.719,298.44,24526,0,0,298.44,24526,0,0
"iattc",-132.5,-42.5,2002,548.037,22.39,1123,1.22,53,20.07,1041,1.1,29
"iattc",-132.5,-42.5,2003,356.657,87.34,4833,24.18,684,54.93,3842,8.23,307
"iattc",-132.5,-42.5,2004,273.286,106.4,10955,3.35,109,101.14,10766,1.91,80
"iattc",-132.5,-42.5,2005,62.718,18.84,2019,1.22,35,17.21,1973,0.41,11
"iattc",-132.5,-42.5,2006,57.86,12.72,1160,0.06,3,12.66,1157,0,0
"iattc",-132.5,-42.5,2009,66,27.26,3445,0,0,27.26,3445,0,0
"iattc",-132.5,-42.5,2012,30.6,20.03,1237,0.85,34,18.8,1184,0.38,19
"iattc",-132.5,-42.5,2013,26.048,18.75,1227,0.45,17,18,1200,0.3,10
"iattc",-127.5,-42.5,1982,16.8,0,163,0,0,0,163,0,0
"iattc",-127.5,-42.5,1986,7.13,0,29,0,0,0,29,0,0
"iattc",-127.5,-42.5,1992,22.388,12.55,1018,0,0,12.55,1018,0,0
"iattc",-127.5,-42.5,2002,157.124,216.95,6929,118.42,3138,60.58,2926,37.95,865
"iattc",-127.5,-42.5,2003,268.542,60.57,2641,4.98,131,53.3,2435,2.29,75
"iattc",-127.5,-42.5,2004,233.629,97.74,10258,2.67,79,94.02,10133,1.05,46
"iattc",-127.5,-42.5,2005,362.731,134.07,15387,3.36,74,130.71,15313,0,0
"iattc",-127.5,-42.5,2006,57.2,9.83,1064,0.58,16,9.23,1047,0.02,1
"iattc",-127.5,-42.5,2007,11.3,0.57,56,0,0,0.57,56,0,0
"iattc",-127.5,-42.5,2010,6,1.54,151,0,0,1.54,151,0,0
"iattc",-127.5,-42.5,2012,3,0.64,39,0.02,1,0.58,36,0.04,2
"iattc",-127.5,-42.5,2021,30.88,3.56,365,0,0,3.56,365,0,0
"iattc",-122.5,-42.5,2002,339.656,303.79,11310,161.27,4743,108.29,5667,34.23,900
"iattc",-122.5,-42.5,2003,36.217,4.97,605,0,0,4.97,605,0,0
"iattc",-122.5,-42.5,2005,467.004,236.41,25655,0,0,236.41,25655,0,0
"iattc",-122.5,-42.5,2006,11.7,2.11,235,0.1,4,1.98,229,0.03,2
"iattc",-122.5,-42.5,2007,33.972,9.21,906,0,0,9.21,906,0,0
"iattc",-122.5,-42.5,2010,33.3,9.26,947,0.09,4,9.09,939,0.08,4
"iattc",-122.5,-42.5,2012,15,5.25,322,0.23,9,4.84,305,0.18,8
"iattc",-122.5,-42.5,2021,29.89,2.87,200,0.38,6,2.49,194,0,0
"iattc",-117.5,-42.5,1999,2.4,0.7,22,0.29,7,0,0,0.41,15
"iattc",-117.5,-42.5,2003,7.032,0.03,2,0,0,0.03,2,0,0
"iattc",-117.5,-42.5,2005,157.555,78.48,7985,0,0,78.48,7985,0,0
"iattc",-117.5,-42.5,2006,7.6,1.16,102,0.02,1,1.14,101,0,0
"iattc",-117.5,-42.5,2007,107.03,28.6,3004,0,0,28.6,3004,0,0
"iattc",-117.5,-42.5,2009,14,2.1,383,0,0,2.1,383,0,0
"iattc",-117.5,-42.5,2010,9,0.59,48,0.02,1,0.57,47,0,0
"iattc",-117.5,-42.5,2012,3,0.71,42,0.07,3,0.62,38,0.02,1
"iattc",-117.5,-42.5,2020,7,0.03,5,0,0,0.03,5,0,0
"iattc",-117.5,-42.5,2021,240.15,60.65,6163,0.29,5,60.36,6158,0,0
"iattc",-112.5,-42.5,1994,15.12,0,40,0,0,0,40,0,0
"iattc",-112.5,-42.5,2005,43.98,8.44,419,0.26,4,8.11,413,0.07,2
"iattc",-112.5,-42.5,2007,30,15.04,1528,0,0,15.04,1528,0,0
"iattc",-112.5,-42.5,2008,3,0.29,27,0.02,1,0.25,25,0.02,1
"iattc",-112.5,-42.5,2021,54.14,17.64,1419,0.09,1,17.55,1418,0,0
"iattc",-107.5,-42.5,1987,20.892,6.41,383,0,0,6.41,383,0,0
"iattc",-107.5,-42.5,2001,2.55,1.81,79,0.34,12,0.51,34,0.96,33
"iattc",-107.5,-42.5,2003,18.565,0.6,33,0,0,0.6,33,0,0
"iattc",-107.5,-42.5,2008,3,0.22,21,0.03,1,0.19,20,0,0
"iattc",-102.5,-42.5,2008,8.6,1.79,94,0.49,14,1.28,79,0.02,1
"iattc",-97.5,-42.5,1998,2.4,1.4,23,1.16,18,0,0,0.24,5
"iattc",-87.5,-42.5,1984,9.064,0,52,0,39,0,2,0,11
"iccat",-62.5,-42.5,1977,0,207,0,84,0,80,0,43,0
"iccat",-57.5,-42.5,1970,44212,0,2857,0,411,0,2446,0,0
"iccat",-57.5,-42.5,1978,6825,0,23,0,0,0,23,0,0
"iccat",-57.5,-42.5,1980,69110,0,192,0,0,0,192,0,0
"iccat",-57.5,-42.5,1981,943125,0,750,0,502,0,248,0,0
"iccat",-57.5,-42.5,1982,594703,0,504,0,33,0,471,0,0
"iccat",-57.5,-42.5,1985,39285,0,24,0,0,0,24,0,0
"iccat",-57.5,-42.5,1986,457264,0,271,0,18,0,253,0,0
"iccat",-57.5,-42.5,1993,65570,0,49,0,44,0,5,0,0
"iccat",-57.5,-42.5,2011,12370,0.6328,0,0.6328,0,0,0,0,0
"iccat",-57.5,-42.5,2013,5193,0.059,19,0,0,0,19,0.059,0
"iccat",-57.5,-42.5,2014,0,0.478,0,0,0,0,0,0.478,0
"iccat",-57.5,-42.5,2024,60829,0,22,0,1,0,17,0,4
"iccat",-52.5,-42.5,1965,26640,0,1576,0,1349,0,224,0,3
"iccat",-52.5,-42.5,1969,26922,0,464,0,5,0,459,0,0
"iccat",-52.5,-42.5,1970,277652,23,15462,0.8,625,22.2,14827,0,10
"iccat",-52.5,-42.5,1971,7619,0,44,0,11,0,33,0,0
"iccat",-52.5,-42.5,1972,3026,0,2,0,0,0,2,0,0
"iccat",-52.5,-42.5,1978,97855,29.1,2104,1.3,35,27.8,2069,0,0
"iccat",-52.5,-42.5,1980,470705,15.9,5559,2.9,1133,12.7,4411,0.3,15
"iccat",-52.5,-42.5,1981,558631,0,3208,0,979,0,2192,0,37
"iccat",-52.5,-42.5,1982,456990,1.7,3305,0,833,1.7,2440,0,32
"iccat",-52.5,-42.5,1983,53579,0.39324,151,0.39324,68,0,83,0,0
"iccat",-52.5,-42.5,1984,3920,0.30171,4,0.30171,4,0,0,0,0
"iccat",-52.5,-42.5,1985,77106,0.94242,1155,0.94242,121,0,1026,0,8
"iccat",-52.5,-42.5,1986,167897,0.2,1841,0.1,172,0.1,1641,0,28
"iccat",-52.5,-42.5,1987,83998,23.5,2290,0.2,5,23.3,2285,0,0
"iccat",-52.5,-42.5,1990,391880,79.5,8679,2.5,66,77,8613,0,0
"iccat",-52.5,-42.5,1993,23324,3.694,116,0.1,29,3.594,87,0,0
"iccat",-52.5,-42.5,1994,12314,0,120,0,0,0,113,0,7
"iccat",-52.5,-42.5,1995,4620,0,26,0,5,0,21,0,0
"iccat",-52.5,-42.5,1999,36739,7.448,0,0,0,6.821,0,0.627,0
"iccat",-52.5,-42.5,2000,48123,15.685,71,0.928,4,14.757,67,0,0
"iccat",-52.5,-42.5,2001,72745,14.058,0,0.275,0,13.667,0,0.116,0
"iccat",-52.5,-42.5,2002,75504,22.514,0,0.222,0,22.213,0,0.079,0
"iccat",-52.5,-42.5,2003,122007,24.199,0,1.415,0,21.385,0,1.399,0
"iccat",-52.5,-42.5,2005,105716,57.254,0,0.055,0,56.609,0,0.59,0
"iccat",-52.5,-42.5,2006,159340,61.766,0,0.197,0,61.099,0,0.47,0
"iccat",-52.5,-42.5,2008,0,2.236,0,0.675,0,0.09,0,1.471,0
"iccat",-52.5,-42.5,2010,44490,0,1375,0,3,0,1370,0,2
"iccat",-52.5,-42.5,2011,133000,4.89159,0,1.16229,0,3.7293,0,0,0
"iccat",-52.5,-42.5,2012,43764,1.77858,0,0,0,0.52658,0,1.252,0
"iccat",-52.5,-42.5,2013,0,0.588,0,0,0,0.52,0,0.068,0
"iccat",-52.5,-42.5,2014,0,0.781,0,0,0,0,0,0.781,0
"iccat",-52.5,-42.5,2015,6720,3.504,0,0,0,2.733,0,0.771,0
"iccat",-52.5,-42.5,2016,54000,67.06124,0,0,0,66.6461,0,0.41514,0
"iccat",-52.5,-42.5,2017,3800,3.61603,0,0,0,3.61603,0,0,0
"iccat",-52.5,-42.5,2018,757110,794.638149997,4,1.119,0,777.03,4,16.489149997,0
"iccat",-52.5,-42.5,2019,5100,0.8994,12,0,0,0.8994,0,0,12
"iccat",-52.5,-42.5,2020,55620,51.08,0,0,0,51.08,0,0,0
"iccat",-52.5,-42.5,2021,112640,120.29,0,0,0,120.29,0,0,0
"iccat",-52.5,-42.5,2022,109280,61.878,0,0,0,61.878,0,0,0
"iccat",-52.5,-42.5,2023,233020,241.103033334,0,0,0,241.103033334,0,0,0
"iccat",-52.5,-42.5,2024,598894,471.568,35,0,1,471.568,34,0,0
"iccat",-47.5,-42.5,1965,6720,0,312,0,171,0,141,0,0
"iccat",-47.5,-42.5,1968,36496,11.6,420,0.3,7,3,196,8.3,217
"iccat",-47.5,-42.5,1969,198924,85.2,2500,16.1,359,0,711,69.1,1430
"iccat",-47.5,-42.5,1970,367401,0,32960,0,780,0,32180,0,0
"iccat",-47.5,-42.5,1972,272629,0,18380,0,291,0,18079,0,10
"iccat",-47.5,-42.5,1973,154714,64.3,3846,11.5,306,52.8,3540,0,0
"iccat",-47.5,-42.5,1977,9058,5.1,336,0.3,9,4.8,327,0,0
"iccat",-47.5,-42.5,1978,427658,177.8,12703,5.2,148,172.6,12555,0,0
"iccat",-47.5,-42.5,1979,216878,38.9,2755,0.7,24,38.2,2731,0,0
"iccat",-47.5,-42.5,1980,1528255,420.3,27379,29.9,1059,389.2,26278,1.2,42
"iccat",-47.5,-42.5,1981,925085,0,3577,0,450,0,3124,0,3
"iccat",-47.5,-42.5,1982,2054354,238.4,42038,6.6,1369,231.8,40667,0,2
"iccat",-47.5,-42.5,1983,298654,0.35143,1567,0.35143,209,0,1358,0,0
"iccat",-47.5,-42.5,1984,256857,53.54695,3823,13.74695,253,39.8,3570,0,0
"iccat",-47.5,-42.5,1985,277846,27.05905,2354,12.95905,305,14.1,2049,0,0
"iccat",-47.5,-42.5,1986,909318,254.1,22570,1.8,74,252.3,22495,0,1
"iccat",-47.5,-42.5,1987,1988558,558.7,43835,39.6,971,519,42863,0.1,1
"iccat",-47.5,-42.5,1988,2125280,284.9,19997,15.3,393,269.4,19598,0.2,6
"iccat",-47.5,-42.5,1989,556100,95.3,7395,14.9,318,78.2,7032,2.2,45
"iccat",-47.5,-42.5,1990,189184,44.3,3414,0,0,44.3,3414,0,0
"iccat",-47.5,-42.5,1991,3374340,460.4,26325,15,414,429.5,25267,15.9,644
"iccat",-47.5,-42.5,1992,2612126,487.751,37349,24.521,443,460.57,36813,2.66,93
"iccat",-47.5,-42.5,1993,1091378,296.718,12516,6.349,81,290.369,12435,0,0
"iccat",-47.5,-42.5,1994,592655,140.6,13726,0,53,140.3,13658,0.3,15
"iccat",-47.5,-42.5,1995,8349,5.464,0,0.126,0,5.338,0,0,0
"iccat",-47.5,-42.5,1996,25883,16.246,0,0.131,0,16.115,0,0,0
"iccat",-47.5,-42.5,1997,79519,58.175,0,0.077,0,58.098,0,0,0
"iccat",-47.5,-42.5,1998,17032,12.343,0,0,0,12.343,0,0,0
"iccat",-47.5,-42.5,1999,433136,176.206,0,0.295,0,175.729,0,0.182,0
"iccat",-47.5,-42.5,2000,252379,99.8897,0,1.2997,0,98.197,0,0.393,0
"iccat",-47.5,-42.5,2001,941643,208.38528,1,2.73685,0,198.92571,0,6.72272,1
"iccat",-47.5,-42.5,2002,270885,48.045,0,0.659,0,47.246,0,0.14,0
"iccat",-47.5,-42.5,2003,1154789,320.128,0,3.205,0,285.445,0,31.478,0
"iccat",-47.5,-42.5,2004,396488,279.944,0,3.18,0,274.718,0,2.046,0
"iccat",-47.5,-42.5,2005,83824,36.457,0,0.058,0,35.977,0,0.422,0
"iccat",-47.5,-42.5,2006,331697,112.217,0,1.039,0,110.769,0,0.409,0
"iccat",-47.5,-42.5,2007,195020,151.973,0,0,0,151.973,0,0,0
"iccat",-47.5,-42.5,2008,3800,2.77,0,0,0,2.77,0,0,0
"iccat",-47.5,-42.5,2009,48204,44.729,0,0,0,44.729,0,0,0
"iccat",-47.5,-42.5,2010,480244,269.029,5729,0.562,9,267.669,5720,0.798,0
"iccat",-47.5,-42.5,2011,240500,132.50123,0,0.081,0,132.10123,0,0.319,0
"iccat",-47.5,-42.5,2012,66830,3.09675,0,0.1706,0,2.60115,0,0.325,0
"iccat",-47.5,-42.5,2013,29259,0,264,0,0,0,264,0,0
"iccat",-47.5,-42.5,2015,27990,9.523,12,0,4,9.523,5,0,3
"iccat",-47.5,-42.5,2016,20200,16.01247,0,0.55067,0,15.03368,0,0.42812,0
"iccat",-47.5,-42.5,2017,10000,13.511,2,0.195,0,13.316,2,0,0
"iccat",-47.5,-42.5,2018,31520,35.44,0,0.17,0,34.325,0,0.945,0
"iccat",-47.5,-42.5,2019,14200,6.817,0,0,0,6.817,0,0,0
"iccat",-47.5,-42.5,2020,72080,86.5,0,0,0,86.5,0,0,0
"iccat",-47.5,-42.5,2021,0,0.211974518,0,0.2106,0,0.001374518,0,0,0
"iccat",-47.5,-42.5,2022,10500,5.676,0,0,0,5.676,0,0,0
"iccat",-47.5,-42.5,2023,70800,84.944682098,0,0.865799968,0,83.642082146,0,0.436799984,0
"iccat",-47.5,-42.5,2024,170379,90.239053085,365,1.308053085,2,88.931,363,0,0
"iccat",-42.5,-42.5,1968,26068,1.3,29,1.3,29,0,0,0,0
"iccat",-42.5,-42.5,1969,242581,127.7,3358,27.6,603,16.7,1031,83.4,1724
"iccat",-42.5,-42.5,1970,4782,0,239,0,16,0,223,0,0
"iccat",-42.5,-42.5,1971,151030,82.7,5401,4.1,90,78.6,5311,0,0
"iccat",-42.5,-42.5,1972,177286,2.2,8946,0,214,2.2,8732,0,0
"iccat",-42.5,-42.5,1973,312324,104.9,7294,4.7,124,100.2,7170,0,0
"iccat",-42.5,-42.5,1974,493216,126,7637,10.5,295,115.5,7342,0,0
"iccat",-42.5,-42.5,1975,15498,9.5,617,0.5,13,9,604,0,0
"iccat",-42.5,-42.5,1976,4552,1.8,131,0.1,3,1.7,128,0,0
"iccat",-42.5,-42.5,1977,472196,110,6989,10.4,283,98.4,6673,1.2,33
"iccat",-42.5,-42.5,1978,988118,273.8,18516,9.6,232,262.4,18234,1.8,50
"iccat",-42.5,-42.5,1979,490241,80.1,5512,7.7,286,72.4,5226,0,0
"iccat",-42.5,-42.5,1980,1941826,290.7,21660,35.2,1532,255.4,20120,0.1,8
"iccat",-42.5,-42.5,1981,934114,1.5,3749,0.2,389,1.3,3359,0,1
"iccat",-42.5,-42.5,1982,1244359,160.3,21912,6.9,1340,153.3,20570,0.1,2
"iccat",-42.5,-42.5,1983,194908,22.8,2605,3.5,191,19.3,2414,0,0
"iccat",-42.5,-42.5,1984,71826,16.3,1418,0.3,7,16,1411,0,0
"iccat",-42.5,-42.5,1985,103025,19.3486,2204,1.2486,70,18.1,2134,0,0
"iccat",-42.5,-42.5,1986,860376,211.62825,20022,0.42825,17,211.2,20005,0,0
"iccat",-42.5,-42.5,1987,538696,159.6,12320,7.8,198,151.8,12122,0,0
"iccat",-42.5,-42.5,1988,1577014,207.3,12808,11.2,289,196.1,12519,0,0
"iccat",-42.5,-42.5,1989,786110,118.7,9558,5.7,151,113,9407,0,0
"iccat",-42.5,-42.5,1990,1568772,361.5,31901,0.3,7,361.2,31894,0,0
"iccat",-42.5,-42.5,1991,3378063,460.4,26327,15,414,429.5,25269,15.9,644
"iccat",-42.5,-42.5,1992,3466679,712.941,49524,11.309,225,685.456,48654,16.176,645
"iccat",-42.5,-42.5,1993,1820468,308.428,18986,5.705,91,302.123,18864,0.6,31
"iccat",-42.5,-42.5,1994,2082557,570.3,44527,5.4,128,564.9,44399,0,0
"iccat",-42.5,-42.5,1995,133753,107.199,0,8.255,0,98.944,0,0,0
"iccat",-42.5,-42.5,1996,48536,35.64,0,0,0,35.64,0,0,0
"iccat",-42.5,-42.5,1997,141262,98.654,0,0.056,0,98.346,0,0.252,0
"iccat",-42.5,-42.5,1998,15328,14.421,0,0,0,14.182,0,0.239,0
"iccat",-42.5,-42.5,1999,417666,212.414,0,0,0,212.414,0,0,0
"iccat",-42.5,-42.5,2000,1219592,647.636,0,2.68365,0,644.12035,0,0.832,0
"iccat",-42.5,-42.5,2001,1008642,344.71861,0,11.71375,0,328.59986,0,4.405,0
"iccat",-42.5,-42.5,2002,585011,176.455,0,2.286,0,172.504,0,1.665,0
"iccat",-42.5,-42.5,2003,2570700,659.551,0,2.188,0,657.363,0,0,0
"iccat",-42.5,-42.5,2004,100770,50.079,0,0.19,0,49.889,0,0,0
"iccat",-42.5,-42.5,2005,283769,117.248,0,0.045,0,117.203,0,0,0
"iccat",-42.5,-42.5,2006,377408,127.228,0,0.461,0,126.645,0,0.122,0
"iccat",-42.5,-42.5,2007,83314,61.458,0,0,0,61.458,0,0,0
"iccat",-42.5,-42.5,2008,131180,107.706,0,0,0,107.706,0,0,0
"iccat",-42.5,-42.5,2009,46620,46.225,0,0.034,0,46.191,0,0,0
"iccat",-42.5,-42.5,2010,177040,163.872,0,0,0,163.872,0,0,0
"iccat",-42.5,-42.5,2011,191300,112.913,0,0.221,0,112.692,0,0,0
"iccat",-42.5,-42.5,2012,24700,7.139,0,0,0,7.139,0,0,0
"iccat",-42.5,-42.5,2013,81207,0,257,0,0,0,257,0,0
"iccat",-42.5,-42.5,2014,14400,12.336,0,0.036,0,12.3,0,0,0
"iccat",-42.5,-42.5,2015,62080,19.363,14,0.17,3,19.193,5,0,6
"iccat",-42.5,-42.5,2016,0,0.18514,0,0.18514,0,0,0,0,0
"iccat",-42.5,-42.5,2018,4213,0.278771921,38,0.059,22,0.011147108,3,0.208624813,13
"iccat",-42.5,-42.5,2020,2800,0,34,0,15,0,2,0,17
"iccat",-42.5,-42.5,2022,3900,1.847,0,0,0,1.847,0,0,0
"iccat",-42.5,-42.5,2023,36000,56.43,0,0,0,56.43,0,0,0
"iccat",-42.5,-42.5,2024,55400,27.23354934,2,0.06854934,0,27.165,2,0,0
"iccat",-37.5,-42.5,1971,59328,23.7,1595,1.9,39,21.8,1556,0,0
"iccat",-37.5,-42.5,1972,3100,0,166,0,16,0,150,0,0
"iccat",-37.5,-42.5,1973,43385,0,3690,0,0,0,3690,0,0
"iccat",-37.5,-42.5,1974,700424,225.9,13961,11.2,311,214.7,13650,0,0
"iccat",-37.5,-42.5,1975,51132,15.7,1040,0.2,4,15.5,1036,0,0
"iccat",-37.5,-42.5,1977,22092,8,537,0.1,2,7.9,535,0,0
"iccat",-37.5,-42.5,1978,636344,188.6,12738,6.9,189,181.7,12549,0,0
"iccat",-37.5,-42.5,1979,524899,99.1,7049,7,438,92.1,6611,0,0
"iccat",-37.5,-42.5,1980,471425,37.5,6337,5.8,1567,31.6,4768,0.1,2
"iccat",-37.5,-42.5,1981,218382,20.1,2665,1.5,241,18.6,2424,0,0
"iccat",-37.5,-42.5,1982,1333449,206.4,18496,21.6,896,184.8,17600,0,0
"iccat",-37.5,-42.5,1983,190365,23.9,1748,2.3,88,21.6,1660,0,0
"iccat",-37.5,-42.5,1984,271531,114.6,9395,4,112,110.6,9283,0,0
"iccat",-37.5,-42.5,1985,55031,10.8,1338,0.4,43,10.4,1295,0,0
"iccat",-37.5,-42.5,1986,209944,36.12825,2951,0.92825,31,35.2,2920,0,0
"iccat",-37.5,-42.5,1988,529092,31.7,2208,7.5,242,24.2,1966,0,0
"iccat",-37.5,-42.5,1989,38550,1.5,192,0,0,1.5,192,0,0
"iccat",-37.5,-42.5,1990,235730,63.8,4696,0,0,63.8,4696,0,0
"iccat",-37.5,-42.5,1991,2614304,342.8,19648,9.8,270,321.1,18895,11.9,483
"iccat",-37.5,-42.5,1992,1460808,304.148,15449,7.253,177,281.595,14645,15.3,627
"iccat",-37.5,-42.5,1993,443738,22.4,1023,5.1,103,15.9,859,1.4,61
"iccat",-37.5,-42.5,1994,86366,19.2,1405,0.3,4,18.9,1401,0,0
"iccat",-37.5,-42.5,1995,40520,37.149,0,0.645,0,36.504,0,0,0
"iccat",-37.5,-42.5,1996,176896,104.274,0,0.997,0,103.277,0,0,0
"iccat",-37.5,-42.5,1998,8321,10.092,0,0,0,10.092,0,0,0
"iccat",-37.5,-42.5,1999,101194,32.514,0,0,0,32.514,0,0,0
"iccat",-37.5,-42.5,2000,504270,190.028,0,1.406,0,188.237,0,0.385,0
"iccat",-37.5,-42.5,2001,102310,29.14553,0,3.4608,0,25.68473,0,0,0
"iccat",-37.5,-42.5,2002,256248,103.399,0,1.532,0,98.48,0,3.387,0
"iccat",-37.5,-42.5,2003,81038,7.316,0,0,0,7.316,0,0,0
"iccat",-37.5,-42.5,2004,607089,241.801,0,4.753,0,228.739,0,8.309,0
"iccat",-37.5,-42.5,2005,79911,13.585,0,0.122,0,13.463,0,0,0
