"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"wcpfc","JPN",147.5,-47.5,1978,3177.557,0.635,45,0,0,0.635,45,0,0
"iotc","JPN",147.5,-47.5,1979,509.65,0,7,NA,NA,NA,7,NA,NA
"wcpfc","JPN",147.5,-47.5,1980,3959.816,0.56,47,0,0,0.56,47,0,0
"wcpfc","JPN",147.5,-47.5,1981,3641.8,0.455,36,0,0,0.455,36,0,0
"iotc","JPN",147.5,-47.5,1982,21.328,0,1,NA,NA,NA,1,NA,NA
"wcpfc","JPN",147.5,-47.5,1983,2758.3,0.131,8,0,0,0.131,8,0,0
"wcpfc","JPN",147.5,-47.5,1985,1406.9,0.014,1,0,0,0.014,1,0,0
"iotc","JPN",147.5,-47.5,1986,109.685,0,22,NA,NA,NA,22,NA,NA
"iotc","JPN",147.5,-47.5,1987,123.539,0,34,NA,NA,NA,34,NA,NA
"iotc","JPN",147.5,-47.5,1988,631.656,0,4,NA,NA,NA,4,NA,NA
"iotc","JPN",147.5,-47.5,1989,30.336,0,4,NA,NA,NA,4,NA,NA
"iotc","JPN",147.5,-47.5,1990,138.503,0,27,NA,NA,NA,27,NA,NA
"iotc","JPN",147.5,-47.5,1991,63.304,0,29,NA,NA,NA,29,NA,NA
"iotc","JPN",147.5,-47.5,1992,19.066,0,1,NA,NA,NA,1,NA,NA
"iotc","JPN",147.5,-47.5,1994,43.572,0,1,NA,NA,NA,1,NA,NA
"wcpfc","JPN",167.5,-47.5,1985,2963.6,0.794,55,0,0,0.794,55,0,0
"wcpfc","JPN",167.5,-47.5,1986,3495.9,0.984,68,0,0,0.984,68,0,0
"wcpfc","JPN",167.5,-47.5,1987,3717.1,0.086,6,0,0,0.086,6,0,0
"wcpfc","JPN",167.5,-47.5,1988,2223,0.014,1,0,0,0.014,1,0,0
"wcpfc","JPN",167.5,-47.5,1990,2075.6,3.098,224,0,0,3.098,224,0,0
"wcpfc","JPN",167.5,-47.5,1991,3382.9,1.108,79,0,0,1.108,79,0,0
"wcpfc","JPN",167.5,-47.5,1992,2501.5,1.192,87,0,0,1.192,87,0,0
"wcpfc","JPN",167.5,-47.5,1993,1611,0.089,6,0,0,0.089,6,0,0
"wcpfc","JPN",172.5,-47.5,1969,1890.082,4.91,342,0,0,4.91,342,0,0
"wcpfc","JPN",172.5,-47.5,1970,4492.718,18.499,1688,0,0,18.499,1688,0,0
"wcpfc","JPN",172.5,-47.5,1971,6036.922,54.126,3727,0,0,54.126,3727,0,0
"wcpfc","JPN",172.5,-47.5,1972,5663.307,10.873,742,0,0,10.873,742,0,0
"wcpfc","JPN",172.5,-47.5,1973,4861.737,12.944,969,0,0,12.944,969,0,0
"wcpfc","JPN",172.5,-47.5,1974,5359.426,12.18,900,0.177,4,12.003,896,0,0
"wcpfc","JPN",172.5,-47.5,1975,7029.052,8.271,526,0.128,3,8.143,523,0,0
"wcpfc","JPN",172.5,-47.5,1976,10148.189,3.875,245,0.115,3,3.76,242,0,0
"wcpfc","JPN",172.5,-47.5,1977,10911.415,2.497,176,0,0,2.497,176,0,0
"wcpfc","JPN",172.5,-47.5,1978,1799.447,0.519,35,0.039,1,0.48,34,0,0
"wcpfc","JPN",172.5,-47.5,1979,10236.846,4.564,346,0.555,15,4.009,331,0,0
"wcpfc","JPN",172.5,-47.5,1980,12356.371,0.964,81,0,0,0.964,81,0,0
"wcpfc","JPN",172.5,-47.5,1981,10203.9,10.929,865,0,0,10.929,865,0,0
"wcpfc","JPN",172.5,-47.5,1982,7244.1,0.931,63,0,0,0.931,63,0,0
"wcpfc","JPN",172.5,-47.5,1983,3586.3,0.082,5,0,0,0.082,5,0,0
"wcpfc","JPN",172.5,-47.5,1984,6168.5,1.19,82,0,0,1.19,82,0,0
"wcpfc","JPN",172.5,-47.5,1985,3477.2,2.091,145,0,0,2.091,145,0,0
"wcpfc","JPN",172.5,-47.5,1986,2281.4,2.561,177,0,0,2.561,177,0,0
"wcpfc","JPN",172.5,-47.5,1987,3852.8,0.071,5,0,0,0.071,5,0,0
"wcpfc","JPN",172.5,-47.5,1988,3689.5,0.868,62,0,0,0.868,62,0,0
"wcpfc","JPN",172.5,-47.5,1989,2435.3,0.34,22,0,0,0.34,22,0,0
"wcpfc","JPN",172.5,-47.5,1991,1499.8,0.843,55,0,0,0.843,55,0,0
"wcpfc","JPN",177.5,-47.5,1970,2157.93,22.876,2105,0,0,22.876,2105,0,0
"wcpfc","JPN",177.5,-47.5,1971,2448.061,38.529,2653,0,0,38.529,2653,0,0
"wcpfc","JPN",177.5,-47.5,1973,1304.503,5.726,426,0.049,1,5.677,425,0,0
"wcpfc","JPN",177.5,-47.5,1974,1812.928,2.638,197,0,0,2.638,197,0,0
"wcpfc","JPN",177.5,-47.5,1976,4440.017,2.379,153,0,0,2.379,153,0,0
"wcpfc","JPN",177.5,-47.5,1977,2248.971,1.191,84,0,0,1.191,84,0,0
"wcpfc","JPN",177.5,-47.5,1980,1589.045,0.977,82,0,0,0.977,82,0,0
"wcpfc","JPN",177.5,-47.5,1981,1972.8,2.729,216,0,0,2.729,216,0,0
"wcpfc","JPN",177.5,-47.5,1982,1376.5,0.473,32,0,0,0.473,32,0,0
"wcpfc","KOR",-172.5,-42.5,1974,5728.017,524.128,48774,57.374,1274,327.385,42523,139.369,4977
"iattc","KOR",-147.5,-42.5,1979,22.514,0,366,0,4,0,362,0,0
"iattc","TWN",-147.5,-42.5,1979,4.209,2.26,193,0.45,11,1.81,182,0,0
"iattc","KOR",-147.5,-42.5,1981,16.17,0,892,0,4,0,886,0,2
"iattc","TWN",-147.5,-42.5,1983,9.646,6.39,563,0,0,6.39,563,0,0
"iattc","KOR",-147.5,-42.5,1984,5.351,0,119,0,0,0,119,0,0
"iattc","KOR",-147.5,-42.5,1986,56.355,0,1928,0,0,0,1928,0,0
"iattc","TWN",-147.5,-42.5,1986,27.856,9.54,628,0,0,9.54,628,0,0
"iattc","KOR",-147.5,-42.5,1987,7.99,0.55,70,0,0,0.55,70,0,0
"iattc","TWN",-147.5,-42.5,1987,34.122,7.2,474,0,0,7.2,474,0,0
"iattc","KOR",-147.5,-42.5,1989,8.845,0.48,88,0,0,0.48,88,0,0
"iattc","TWN",-147.5,-42.5,1989,319.061,69.47,5667,0,0,69.47,5667,0,0
"iattc","TWN",-147.5,-42.5,1993,30.119,4.31,396,0,0,4.31,396,0,0
"iattc","TWN",-147.5,-42.5,1996,237.784,109.53,14376,0,0,109.53,14376,0,0
"iattc","TWN",-147.5,-42.5,1997,115.907,32.38,4908,0,0,32.38,4908,0,0
"iattc","KOR",-147.5,-42.5,1999,2.56,0.94,27,0.81,23,0,0,0.13,4
"iattc","TWN",-147.5,-42.5,1999,96.212,19.54,2862,0,0,19.54,2862,0,0
"iattc","TWN",-147.5,-42.5,2000,338.43,107.89,9856,18.45,517,85.37,9190,4.07,149
"iattc","KOR",-147.5,-42.5,2001,5.04,0.22,6,0.18,4,0,0,0.04,2
"iattc","TWN",-147.5,-42.5,2002,69.254,68.54,1613,48.97,1028,1.38,126,18.19,459
"iattc","TWN",-147.5,-42.5,2004,167.426,45.83,5010,4.88,148,39.2,4815,1.75,47
"iattc","TWN",-147.5,-42.5,2005,9.216,2.02,247,0,0,2.02,247,0,0
"iattc","TWN",-147.5,-42.5,2006,48,12.15,1274,0.08,4,12.07,1270,0,0
"iattc","VUT",-147.5,-42.5,2009,28.8,9.6,1009,0,0,9.6,1009,0,0
"iattc","VUT",-147.5,-42.5,2019,3.25,0,2,0,0,0,2,0,0
"iattc","KOR",-142.5,-42.5,1981,24.395,0,747,0,0,0,747,0,0
"iattc","KOR",-142.5,-42.5,1982,8.26,0,340,0,0,0,339,0,1
"iattc","TWN",-142.5,-42.5,1984,9.676,6.36,442,0,0,6.36,442,0,0
"iattc","KOR",-142.5,-42.5,1985,8.6,0,241,0,1,0,240,0,0
"iattc","KOR",-142.5,-42.5,1986,159.518,0,2958,0,2,0,2956,0,0
"iattc","KOR",-142.5,-42.5,1989,3.29,0.19,35,0,0,0.19,35,0,0
"iattc","TWN",-142.5,-42.5,1989,45.164,2.69,270,0,0,2.69,270,0,0
"iattc","TWN",-142.5,-42.5,1993,52.56,11.47,886,0,0,11.47,886,0,0
"iattc","TWN",-142.5,-42.5,1996,91.152,66.01,7771,0,0,66.01,7771,0,0
"iattc","TWN",-142.5,-42.5,1997,21.524,8.8,1262,0,0,8.8,1262,0,0
"iattc","TWN",-142.5,-42.5,2000,108.43,18.53,2380,0,0,18.53,2380,0,0
"iattc","TWN",-142.5,-42.5,2002,61.755,51.03,1657,30.5,553,16.25,994,4.28,110
"iattc","TWN",-142.5,-42.5,2003,101.5,33.94,1896,13.63,384,11.65,1198,8.66,314
"iattc","TWN",-142.5,-42.5,2004,228.439,82.78,6187,11.8,228,58.89,5653,12.09,306
"iattc","TWN",-142.5,-42.5,2005,8.848,4.27,475,0,0,4.27,475,0,0
"iattc","TWN",-142.5,-42.5,2006,208.44,50.97,4920,0.1,5,50.87,4915,0,0
"iattc","VUT",-142.5,-42.5,2012,28.4,13.81,1767,0,0,13.81,1767,0,0
"iattc","KOR",-137.5,-42.5,1982,2.45,0,133,0,0,0,133,0,0
"iattc","KOR",-137.5,-42.5,1984,28.382,0,565,0,0,0,565,0,0
"iattc","KOR",-137.5,-42.5,1985,342,0,11177,0,2,0,11175,0,0
"iattc","KOR",-137.5,-42.5,1986,251.994,0,2458,0,1,0,2456,0,1
"iattc","TWN",-137.5,-42.5,1989,109.268,36.33,2732,0,0,36.33,2732,0,0
"iattc","TWN",-137.5,-42.5,1992,316.831,175.37,14457,0,0,175.37,14457,0,0
"iattc","TWN",-137.5,-42.5,1993,10.63,4.94,337,0,0,4.94,337,0,0
"iattc","JPN",-137.5,-42.5,1994,7.56,0,6,0,0,0,6,0,0
"iattc","TWN",-137.5,-42.5,1996,246.674,146.93,19682,0,0,146.93,19682,0,0
"iattc","TWN",-137.5,-42.5,1999,41.491,5.5,686,0,0,5.5,686,0,0
"iattc","TWN",-137.5,-42.5,2000,88.388,6.23,665,0,0,6.23,665,0,0
"iattc","TWN",-137.5,-42.5,2002,379.466,81.97,3631,13.69,373,60.66,3046,7.62,212
"iattc","TWN",-137.5,-42.5,2003,447.445,140.88,11880,34.66,1059,90.51,10237,15.71,584
"iattc","TWN",-137.5,-42.5,2004,477.161,85.42,7045,10.17,300,72.28,6645,2.97,100
"iattc","TWN",-137.5,-42.5,2005,92.988,39.67,4227,0.05,1,39.62,4226,0,0
"iattc","TWN",-137.5,-42.5,2006,286.3,70.51,6681,0.94,24,69.53,6655,0.04,2
"iattc","VUT",-137.5,-42.5,2009,48.6,41.89,5034,0,0,41.89,5034,0,0
"iattc","VUT",-137.5,-42.5,2012,21.75,4.39,563,0,0,4.39,563,0,0
"iattc","KOR",-132.5,-42.5,1982,29.45,0,1540,0,0,0,1540,0,0
"iattc","KOR",-132.5,-42.5,1984,14.259,0,337,0,0,0,337,0,0
"iattc","KOR",-132.5,-42.5,1985,66.457,0,2216,0,0,0,2216,0,0
"iattc","KOR",-132.5,-42.5,1986,238.37,0,2480,0,0,0,2480,0,0
"iattc","KOR",-132.5,-42.5,1989,21.07,2.43,316,0,0,2.43,316,0,0
"iattc","TWN",-132.5,-42.5,1992,521.719,298.44,24526,0,0,298.44,24526,0,0
"iattc","TWN",-132.5,-42.5,2002,548.037,22.39,1123,1.22,53,20.07,1041,1.1,29
"iattc","TWN",-132.5,-42.5,2003,356.657,87.34,4833,24.18,684,54.93,3842,8.23,307
"iattc","TWN",-132.5,-42.5,2004,273.286,106.4,10955,3.35,109,101.14,10766,1.91,80
"iattc","TWN",-132.5,-42.5,2005,62.718,18.84,2019,1.22,35,17.21,1973,0.41,11
"iattc","TWN",-132.5,-42.5,2006,57.86,12.72,1160,0.06,3,12.66,1157,0,0
"iattc","VUT",-132.5,-42.5,2009,66,27.26,3445,0,0,27.26,3445,0,0
"iattc","VUT",-132.5,-42.5,2012,30.6,20.03,1237,0.85,34,18.8,1184,0.38,19
"iattc","CHN",-132.5,-42.5,2013,26.048,18.75,1227,0.45,17,18,1200,0.3,10
"iattc","KOR",-127.5,-42.5,1982,16.8,0,163,0,0,0,163,0,0
"iattc","KOR",-127.5,-42.5,1986,7.13,0,29,0,0,0,29,0,0
"iattc","TWN",-127.5,-42.5,1992,22.388,12.55,1018,0,0,12.55,1018,0,0
"iattc","TWN",-127.5,-42.5,2002,157.124,216.95,6929,118.42,3138,60.58,2926,37.95,865
"iattc","TWN",-127.5,-42.5,2003,268.542,60.57,2641,4.98,131,53.3,2435,2.29,75
"iattc","TWN",-127.5,-42.5,2004,233.629,97.74,10258,2.67,79,94.02,10133,1.05,46
"iattc","TWN",-127.5,-42.5,2005,362.731,134.07,15387,3.36,74,130.71,15313,0,0
"iattc","TWN",-127.5,-42.5,2006,57.2,9.83,1064,0.58,16,9.23,1047,0.02,1
"iattc","VUT",-127.5,-42.5,2007,11.3,0.57,56,0,0,0.57,56,0,0
"iattc","VUT",-127.5,-42.5,2010,6,1.54,151,0,0,1.54,151,0,0
"iattc","VUT",-127.5,-42.5,2012,3,0.64,39,0.02,1,0.58,36,0.04,2
"iattc","TWN",-127.5,-42.5,2021,30.88,3.56,365,0,0,3.56,365,0,0
"iattc","VUT",-127.5,-42.5,2021,6.5,0,26,0,0,0,26,0,0
"iattc","TWN",-122.5,-42.5,2002,339.656,303.79,11310,161.27,4743,108.29,5667,34.23,900
"iattc","TWN",-122.5,-42.5,2003,36.217,4.97,605,0,0,4.97,605,0,0
"iattc","TWN",-122.5,-42.5,2005,467.004,236.41,25655,0,0,236.41,25655,0,0
"iattc","TWN",-122.5,-42.5,2006,11.7,2.11,235,0.1,4,1.98,229,0.03,2
"iattc","TWN",-122.5,-42.5,2007,33.972,9.21,906,0,0,9.21,906,0,0
"iattc","VUT",-122.5,-42.5,2007,109,40.24,4117,0,0,40.24,4117,0,0
"iattc","VUT",-122.5,-42.5,2010,33.3,9.26,947,0.09,4,9.09,939,0.08,4
"iattc","VUT",-122.5,-42.5,2012,15,5.25,322,0.23,9,4.84,305,0.18,8
"iattc","TWN",-122.5,-42.5,2021,29.89,2.87,200,0.38,6,2.49,194,0,0
"iattc","VUT",-122.5,-42.5,2021,20.32,0,98,0,0,0,98,0,0
"iattc","KOR",-117.5,-42.5,1999,2.4,0.7,22,0.29,7,0,0,0.41,15
"iattc","TWN",-117.5,-42.5,2003,7.032,0.03,2,0,0,0.03,2,0,0
"iattc","TWN",-117.5,-42.5,2005,157.555,78.48,7985,0,0,78.48,7985,0,0
"iattc","TWN",-117.5,-42.5,2006,7.6,1.16,102,0.02,1,1.14,101,0,0
"iattc","TWN",-117.5,-42.5,2007,107.03,28.6,3004,0,0,28.6,3004,0,0
"iattc","VUT",-117.5,-42.5,2007,126.6,33.98,3873,0,0,33.98,3873,0,0
"iattc","VUT",-117.5,-42.5,2009,14,2.1,383,0,0,2.1,383,0,0
"iattc","VUT",-117.5,-42.5,2010,9,0.59,48,0.02,1,0.57,47,0,0
"iattc","VUT",-117.5,-42.5,2012,3,0.71,42,0.07,3,0.62,38,0.02,1
"iattc","TWN",-117.5,-42.5,2020,7,0.03,5,0,0,0.03,5,0,0
"iattc","TWN",-117.5,-42.5,2021,240.15,60.65,6163,0.29,5,60.36,6158,0,0
"iattc","VUT",-117.5,-42.5,2021,27,0,767,0,0,0,767,0,0
"iattc","JPN",-112.5,-42.5,1994,15.12,0,40,0,0,0,40,0,0
"iattc","TWN",-112.5,-42.5,2005,43.98,8.44,419,0.26,4,8.11,413,0.07,2
"iattc","TWN",-112.5,-42.5,2007,30,15.04,1528,0,0,15.04,1528,0,0
"iattc","VUT",-112.5,-42.5,2007,3.6,0.72,65,0,0,0.72,65,0,0
"iattc","VUT",-112.5,-42.5,2008,3,0.29,27,0.02,1,0.25,25,0.02,1
"iattc","TWN",-112.5,-42.5,2021,54.14,17.64,1419,0.09,1,17.55,1418,0,0
"iattc","TWN",-107.5,-42.5,1987,20.892,6.41,383,0,0,6.41,383,0,0
"iattc","KOR",-107.5,-42.5,2001,2.55,1.81,79,0.34,12,0.51,34,0.96,33
"iattc","TWN",-107.5,-42.5,2003,18.565,0.6,33,0,0,0.6,33,0,0
"iattc","VUT",-107.5,-42.5,2008,3,0.22,21,0.03,1,0.19,20,0,0
"iattc","VUT",-102.5,-42.5,2008,8.6,1.79,94,0.49,14,1.28,79,0.02,1
"iattc","KOR",-97.5,-42.5,1998,2.4,1.4,23,1.16,18,0,0,0.24,5
"iattc","JPN",-87.5,-42.5,1984,9.064,0,52,0,39,0,2,0,11
"iccat","ARG",-62.5,-42.5,1977,0,207,0,84,0,80,0,43,0
"iccat","JPN",-57.5,-42.5,1970,44212,0,2857,0,411,0,2446,0,0
"iccat","JPN",-57.5,-42.5,1978,6825,0,23,0,0,0,23,0,0
"iccat","JPN",-57.5,-42.5,1980,69110,0,192,0,0,0,192,0,0
"iccat","JPN",-57.5,-42.5,1981,943125,0,750,0,502,0,248,0,0
"iccat","JPN",-57.5,-42.5,1982,594703,0,504,0,33,0,471,0,0
"iccat","JPN",-57.5,-42.5,1985,39285,0,24,0,0,0,24,0,0
"iccat","JPN",-57.5,-42.5,1986,457264,0,271,0,18,0,253,0,0
"iccat","JPN",-57.5,-42.5,1993,65570,0,49,0,44,0,5,0,0
"iccat","URY",-57.5,-42.5,2011,12370,0.6328,0,0.6328,0,0,0,0,0
"iccat","JPN",-57.5,-42.5,2013,5193,0,19,0,0,0,19,0,0
"iccat","PRT",-57.5,-42.5,2013,0,0.059,0,0,0,0,0,0.059,0
"iccat","PRT",-57.5,-42.5,2014,0,0.478,0,0,0,0,0,0.478,0
"iccat","BRA",-57.5,-42.5,2024,60829,0,22,0,1,0,17,0,4
"iccat","JPN",-52.5,-42.5,1965,26640,0,1576,0,1349,0,224,0,3
"iccat","JPN",-52.5,-42.5,1969,26922,0,464,0,5,0,459,0,0
"iccat","JPN",-52.5,-42.5,1970,249310,0,14122,0,609,0,13503,0,10
"iccat","TAI",-52.5,-42.5,1970,28342,23,1340,0.8,16,22.2,1324,0,0
"iccat","JPN",-52.5,-42.5,1971,7619,0,44,0,11,0,33,0,0
"iccat","JPN",-52.5,-42.5,1972,3026,0,2,0,0,0,2,0,0
"iccat","JPN",-52.5,-42.5,1978,8589,0,53,0,1,0,52,0,0
"iccat","TAI",-52.5,-42.5,1978,89266,29.1,2051,1.3,34,27.8,2017,0,0
"iccat","JPN",-52.5,-42.5,1980,379905,0,4634,0,1051,0,3576,0,7
"iccat","TAI",-52.5,-42.5,1980,90800,15.9,925,2.9,82,12.7,835,0.3,8
"iccat","JPN",-52.5,-42.5,1981,558631,0,3208,0,979,0,2192,0,37
"iccat","JPN",-52.5,-42.5,1982,439446,0,3140,0,833,0,2275,0,32
"iccat","TAI",-52.5,-42.5,1982,17544,1.7,165,0,0,1.7,165,0,0
"iccat","JPN",-52.5,-42.5,1983,45739,0,143,0,60,0,83,0,0
"iccat","URY",-52.5,-42.5,1983,7840,0.39324,8,0.39324,8,0,0,0,0
"iccat","URY",-52.5,-42.5,1984,3920,0.30171,4,0.30171,4,0,0,0,0
"iccat","JPN",-52.5,-42.5,1985,53346,0,1140,0,106,0,1026,0,8
"iccat","URY",-52.5,-42.5,1985,23760,0.94242,15,0.94242,15,0,0,0,0
"iccat","BRA",-52.5,-42.5,1986,4560,0.2,0,0.1,0,0.1,0,0,0
"iccat","JPN",-52.5,-42.5,1986,163337,0,1841,0,172,0,1641,0,28
"iccat","JPN",-52.5,-42.5,1987,5172,0,61,0,1,0,60,0,0
"iccat","TAI",-52.5,-42.5,1987,78826,23.5,2229,0.2,4,23.3,2225,0,0
"iccat","TAI",-52.5,-42.5,1990,391880,79.5,8679,2.5,66,77,8613,0,0
"iccat","BRA",-52.5,-42.5,1993,10210,3.694,0,0.1,0,3.594,0,0,0
"iccat","JPN",-52.5,-42.5,1993,13114,0,116,0,29,0,87,0,0
"iccat","JPN",-52.5,-42.5,1994,12314,0,120,0,0,0,113,0,7
"iccat","JPN",-52.5,-42.5,1995,4620,0,26,0,5,0,21,0,0
"iccat","TAI",-52.5,-42.5,1999,36739,7.448,0,0,0,6.821,0,0.627,0
"iccat","JPN",-52.5,-42.5,2000,5050,0,71,0,4,0,67,0,0
"iccat","TAI",-52.5,-42.5,2000,43073,15.685,0,0.928,0,14.757,0,0,0
"iccat","TAI",-52.5,-42.5,2001,72745,14.058,0,0.275,0,13.667,0,0.116,0
"iccat","TAI",-52.5,-42.5,2002,75504,22.514,0,0.222,0,22.213,0,0.079,0
"iccat","PRT",-52.5,-42.5,2003,0,0.08,0,0.08,0,0,0,0,0
"iccat","TAI",-52.5,-42.5,2003,122007,24.119,0,1.335,0,21.385,0,1.399,0
"iccat","TAI",-52.5,-42.5,2005,105716,57.254,0,0.055,0,56.609,0,0.59,0
"iccat","TAI",-52.5,-42.5,2006,159340,61.766,0,0.197,0,61.099,0,0.47,0
"iccat","PRT",-52.5,-42.5,2008,0,2.236,0,0.675,0,0.09,0,1.471,0
"iccat","JPN",-52.5,-42.5,2010,44490,0,1375,0,3,0,1370,0,2
"iccat","URY",-52.5,-42.5,2011,133000,4.89159,0,1.16229,0,3.7293,0,0,0
"iccat","PRT",-52.5,-42.5,2012,0,1.252,0,0,0,0,0,1.252,0
"iccat","URY",-52.5,-42.5,2012,43764,0.52658,0,0,0,0.52658,0,0,0
"iccat","PRT",-52.5,-42.5,2013,0,0.588,0,0,0,0.52,0,0.068,0
"iccat","PRT",-52.5,-42.5,2014,0,0.781,0,0,0,0,0,0.781,0
"iccat","PRT",-52.5,-42.5,2015,0,1.104,0,0,0,0.333,0,0.771,0
"iccat","TAI",-52.5,-42.5,2015,6720,2.4,0,0,0,2.4,0,0,0
"iccat","PRT",-52.5,-42.5,2016,0,0.60624,0,0,0,0.1911,0,0.41514,0
"iccat","TAI",-52.5,-42.5,2016,54000,66.455,0,0,0,66.455,0,0,0
"iccat","PRT",-52.5,-42.5,2017,0,0.56103,0,0,0,0.56103,0,0,0
"iccat","TAI",-52.5,-42.5,2017,3800,3.055,0,0,0,3.055,0,0,0
"iccat","BRA",-52.5,-42.5,2018,2000,0,4,0,0,0,4,0,0
"iccat","PRT",-52.5,-42.5,2018,0,0.072149997,0,0,0,0,0,0.072149997,0
"iccat","TAI",-52.5,-42.5,2018,755110,794.566,0,1.119,0,777.03,0,16.417,0
"iccat","BRA",-52.5,-42.5,2019,2300,0,12,0,0,0,0,0,12
"iccat","PRT",-52.5,-42.5,2019,0,0.0994,0,0,0,0.0994,0,0,0
"iccat","TAI",-52.5,-42.5,2019,2800,0.8,0,0,0,0.8,0,0,0
"iccat","TAI",-52.5,-42.5,2020,55620,51.08,0,0,0,51.08,0,0,0
"iccat","TAI",-52.5,-42.5,2021,112640,120.29,0,0,0,120.29,0,0,0
"iccat","TAI",-52.5,-42.5,2022,109280,61.878,0,0,0,61.878,0,0,0
"iccat","PRT",-52.5,-42.5,2023,0,0.028033334,0,0,0,0.028033334,0,0,0
"iccat","TAI",-52.5,-42.5,2023,233020,241.075,0,0,0,241.075,0,0,0
"iccat","BRA",-52.5,-42.5,2024,85994,0,35,0,1,0,34,0,0
"iccat","TAI",-52.5,-42.5,2024,512900,471.568,0,0,0,471.568,0,0,0
"iccat","JPN",-47.5,-42.5,1965,6720,0,312,0,171,0,141,0,0
"iccat","TAI",-47.5,-42.5,1968,36496,11.6,420,0.3,7,3,196,8.3,217
"iccat","JPN",-47.5,-42.5,1969,41210,0,718,0,7,0,711,0,0
"iccat","TAI",-47.5,-42.5,1969,157714,85.2,1782,16.1,352,0,0,69.1,1430
"iccat","JPN",-47.5,-42.5,1970,367401,0,32960,0,780,0,32180,0,0
"iccat","JPN",-47.5,-42.5,1972,272629,0,18380,0,291,0,18079,0,10
"iccat","TAI",-47.5,-42.5,1973,154714,64.3,3846,11.5,306,52.8,3540,0,0
"iccat","TAI",-47.5,-42.5,1977,9058,5.1,336,0.3,9,4.8,327,0,0
"iccat","JPN",-47.5,-42.5,1978,14690,0,54,0,2,0,52,0,0
"iccat","TAI",-47.5,-42.5,1978,412968,177.8,12649,5.2,146,172.6,12503,0,0
"iccat","JPN",-47.5,-42.5,1979,2678,0,3,0,0,0,3,0,0
"iccat","TAI",-47.5,-42.5,1979,214200,38.9,2752,0.7,24,38.2,2728,0,0
"iccat","JPN",-47.5,-42.5,1980,60455,0,623,0,217,0,405,0,1
"iccat","TAI",-47.5,-42.5,1980,1467800,420.3,26756,29.9,842,389.2,25873,1.2,41
"iccat","JPN",-47.5,-42.5,1981,925085,0,3577,0,450,0,3124,0,3
"iccat","JPN",-47.5,-42.5,1982,1385198,0,19965,0,1232,0,18731,0,2
"iccat","TAI",-47.5,-42.5,1982,669156,238.4,22073,6.6,137,231.8,21936,0,0
"iccat","JPN",-47.5,-42.5,1983,289774,0,1563,0,205,0,1358,0,0
"iccat","URY",-47.5,-42.5,1983,8880,0.35143,4,0.35143,4,0,0,0,0
"iccat","JPN",-47.5,-42.5,1984,12353,0,225,0,24,0,201,0,0
"iccat","TAI",-47.5,-42.5,1984,103384,41.1,3397,1.3,28,39.8,3369,0,0
"iccat","URY",-47.5,-42.5,1984,141120,12.44695,201,12.44695,201,0,0,0,0
"iccat","BRA",-47.5,-42.5,1985,22410,13.4,0,7.1,0,6.3,0,0,0
"iccat","JPN",-47.5,-42.5,1985,73872,0,1637,0,195,0,1442,0,0
"iccat","TAI",-47.5,-42.5,1985,31236,7.8,607,0,0,7.8,607,0,0
"iccat","URY",-47.5,-42.5,1985,150328,5.85905,110,5.85905,110,0,0,0,0
"iccat","BRA",-47.5,-42.5,1986,4500,0.6,0,0.1,0,0.5,0,0,0
"iccat","JPN",-47.5,-42.5,1986,109682,0,2192,0,44,0,2147,0,1
"iccat","TAI",-47.5,-42.5,1986,795136,253.5,20378,1.7,30,251.8,20348,0,0
"iccat","BRA",-47.5,-42.5,1987,6900,1.1,0,0.3,0,0.7,0,0.1,0
"iccat","JPN",-47.5,-42.5,1987,13090,0,94,0,8,0,85,0,1
"iccat","TAI",-47.5,-42.5,1987,1968568,557.6,43741,39.3,963,518.3,42778,0,0
"iccat","TAI",-47.5,-42.5,1988,2125280,284.9,19997,15.3,393,269.4,19598,0.2,6
"iccat","TAI",-47.5,-42.5,1989,556100,95.3,7395,14.9,318,78.2,7032,2.2,45
"iccat","TAI",-47.5,-42.5,1990,189184,44.3,3414,0,0,44.3,3414,0,0
"iccat","TAI",-47.5,-42.5,1991,3374340,460.4,26325,15,414,429.5,25267,15.9,644
"iccat","BRA",-47.5,-42.5,1992,108392,59.151,0,2.521,0,56.37,0,0.26,0
"iccat","TAI",-47.5,-42.5,1992,2503734,428.6,37349,22,443,404.2,36813,2.4,93
"iccat","BRA",-47.5,-42.5,1993,351952,166.118,0,1.849,0,164.269,0,0,0
"iccat","TAI",-47.5,-42.5,1993,739426,130.6,12516,4.5,81,126.1,12435,0,0
"iccat","JPN",-47.5,-42.5,1994,53731,0,1225,0,53,0,1171,0,1
"iccat","TAI",-47.5,-42.5,1994,538924,140.6,12501,0,0,140.3,12487,0.3,14
"iccat","TAI",-47.5,-42.5,1995,8349,5.464,0,0.126,0,5.338,0,0,0
"iccat","TAI",-47.5,-42.5,1996,25883,16.246,0,0.131,0,16.115,0,0,0
"iccat","TAI",-47.5,-42.5,1997,79519,58.175,0,0.077,0,58.098,0,0,0
"iccat","TAI",-47.5,-42.5,1998,17032,12.343,0,0,0,12.343,0,0,0
"iccat","TAI",-47.5,-42.5,1999,433136,176.206,0,0.295,0,175.729,0,0.182,0
