"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iotc","KOR",82.5,7.5,1981,57.358,0,206,NA,102,NA,6,NA,98
"iotc","TWN",82.5,7.5,1981,111.1,14.384,283,3.2364,74,NA,NA,11.1476,209
"iotc","JPN",82.5,7.5,1982,44.074,0,587,NA,55,NA,NA,NA,532
"iotc","KOR",82.5,7.5,1982,64.981,0,436,NA,106,NA,NA,NA,330
"iotc","JPN",82.5,7.5,1983,77.921,0,691,NA,185,NA,NA,NA,506
"iotc","KOR",82.5,7.5,1983,9.436,0,41,NA,9,NA,1,NA,31
"iotc","TWN",82.5,7.5,1983,43.3,11.0432,232,4.872,76,NA,NA,6.1712,156
"iotc","JPN",82.5,7.5,1984,42.909,0,445,NA,187,NA,NA,NA,258
"iotc","KOR",82.5,7.5,1984,11.952,0,40,NA,3,NA,NA,NA,37
"iotc","TWN",82.5,7.5,1984,87.3,16.3212,352,8.9436,175,NA,NA,7.3776,177
"iotc","JPN",82.5,7.5,1985,46.967,0,496,NA,165,NA,NA,NA,331
"iotc","KOR",82.5,7.5,1985,61.538,0,726,NA,124,NA,NA,NA,602
"iotc","TWN",82.5,7.5,1985,108.9,27.318,583,11.1012,218,NA,NA,16.2168,365
"iotc","JPN",82.5,7.5,1986,40.774,0,672,NA,84,NA,NA,NA,588
"iotc","KOR",82.5,7.5,1986,26.1,0,354,NA,211,NA,26,NA,117
"iotc","TWN",82.5,7.5,1986,47.7,9.53056,238,6.14336,156,NA,NA,3.3872,82
"iotc","JPN",82.5,7.5,1987,71.067,0,756,NA,195,NA,NA,NA,561
"iotc","KOR",82.5,7.5,1987,125.516,0,1391,NA,390,NA,NA,NA,1001
"iotc","TWN",82.5,7.5,1987,60.4,11.46892,217,5.09704,54,NA,NA,6.37188,163
"iotc","JPN",82.5,7.5,1988,107.633,0,2518,NA,333,NA,NA,NA,2185
"iotc","JPN",82.5,7.5,1989,21.6,0,150,NA,120,NA,NA,NA,30
"iotc","TWN",82.5,7.5,1989,88.8,16.87568,342,10.06532,168,NA,NA,6.81036,174
"iotc","JPN",82.5,7.5,1990,20.183,0,262,NA,50,NA,NA,NA,212
"iotc","JPN",82.5,7.5,1991,74.465,0,821,NA,200,NA,NA,NA,621
"iotc","JPN",82.5,7.5,1992,22.198,0,166,NA,75,NA,NA,NA,91
"iotc","JPN",82.5,7.5,1993,8.394,0,20,NA,17,NA,NA,NA,3
"iotc","KOR",82.5,7.5,1993,17.52,0,80,NA,50,NA,NA,NA,30
"iotc","TWN",82.5,7.5,1993,559.521,142.00924,3357,121.54248,2722,0.908,45,19.55876,590
"iotc","JPN",82.5,7.5,1994,59.489,0,803,NA,243,NA,NA,NA,560
"iotc","TWN",82.5,7.5,1994,210.243,50.31152,1574,35.41712,1001,NA,NA,14.8944,573
"iotc","JPN",82.5,7.5,1995,135.68,0,1102,NA,541,NA,NA,NA,561
"iotc","TWN",82.5,7.5,1995,48.504,4.04608,107,2.57984,68,NA,NA,1.46624,39
"iotc","JPN",82.5,7.5,1996,223.078,0,2858,NA,1002,NA,NA,NA,1856
"iotc","TWN",82.5,7.5,1996,857.318,185.2,4341,117.733,2227,NA,NA,67.467,2114
"iotc","JPN",82.5,7.5,1997,92.332,0,880,NA,135,NA,NA,NA,745
"iotc","KOR",82.5,7.5,1997,2.28,0.281,0,0.104,NA,0.037,NA,0.14,NA
"iotc","TWN",82.5,7.5,1997,441.181,102.462,2461,69.861,1376,NA,NA,32.601,1085
"iotc","JPN",82.5,7.5,1998,105.459,0,1524,NA,142,NA,NA,NA,1382
"iotc","TWN",82.5,7.5,1998,109.998,25.12,477,20.025,340,NA,NA,5.095,137
"iotc","CHN",82.5,7.5,1999,810,99.2,0,57.3,NA,NA,NA,41.9,NA
"iotc","JPN",82.5,7.5,1999,96.384,0,1773,NA,400,NA,NA,NA,1373
"iotc","PHL",82.5,7.5,1999,NA,14.391,426,12.237,354,0.042,2,2.112,70
"iotc","TWN",82.5,7.5,1999,134.939,23.756,509,19.723,389,NA,NA,4.033,120
"iotc","JPN",82.5,7.5,2000,16.782,0,87,NA,29,NA,NA,NA,58
"iotc","PHL",82.5,7.5,2000,NA,0.297,6,0.26,5,NA,NA,0.037,1
"iotc","TWN",82.5,7.5,2000,36.648,5.741,120,3.924,66,0.378,15,1.439,39
"iotc","CHN",82.5,7.5,2001,57,27.2,0,12.8,NA,NA,NA,14.4,NA
"iotc","JPN",82.5,7.5,2001,40.064,0,266,NA,46,NA,NA,NA,220
"iotc","TWN",82.5,7.5,2001,111.418,37.399,1192,25.443,836,4.128,161,7.828,195
"iotc","CHN",82.5,7.5,2002,693.1,183.4,0,84,NA,NA,NA,99.4,NA
"iotc","JPN",82.5,7.5,2002,3.64,0,96,NA,2,NA,NA,NA,94
"iotc","PHL",82.5,7.5,2002,NA,11.68,349,10.384,312,NA,NA,1.296,37
"iotc","TWN",82.5,7.5,2002,16.986,17.775,304,14.631,247,NA,NA,3.144,57
"iotc","PHL",82.5,7.5,2003,NA,23.314,0,11.218,NA,NA,NA,12.096,NA
"iotc","TWN",82.5,7.5,2004,10.923,5.768,167,3.648,95,0.784,36,1.336,36
"iotc","JPN",82.5,7.5,2006,3.642,0,6,NA,2,NA,NA,NA,4
"iotc","TWN",82.5,7.5,2006,9.332,1.442,26,1.442,26,NA,NA,NA,NA
"iotc","JPN",82.5,7.5,2007,66.38,0,273,NA,134,NA,NA,NA,139
"iotc","TWN",82.5,7.5,2007,119.861,29.424,729,2.464,57,0.28,7,26.68,665
"iotc","CHN",82.5,7.5,2008,84,18.718,507,14.153,367,NA,NA,4.565,140
"iotc","JPN",82.5,7.5,2008,216.762,0,1378,NA,1113,NA,NA,NA,265
"iotc","PHL",82.5,7.5,2008,NA,92.662,0,71.303,NA,16.598,NA,4.761,NA
"iotc","TWN",82.5,7.5,2008,94.681,15.963,469,7.884,166,1.77,118,6.309,185
"iotc","TWN",82.5,7.5,2009,82.937,15.995,403,5.175,147,0.021,1,10.799,255
"iotc","TWN",82.5,7.5,2010,116.84,23.527,588,0.597,12,0.38,29,22.55,547
"iotc","SYC",82.5,7.5,2011,2.00787401574803,0.214481102362205,8.03149606299212,0.125843503937008,6.02362204724409,NA,NA,0.0886375984251969,2.00787401574803
"iotc","TWN",82.5,7.5,2011,45.62,0.985,36,0.045,1,NA,NA,0.94,35
"iotc","TWN",82.5,7.5,2012,27.9,7.544,341,2.666,56,3.895,255,0.983,30
"iotc","LKA",82.5,7.5,2015,NA,12.3,0,NA,NA,NA,NA,12.3,NA
"iotc","LKA",82.5,7.5,2016,NA,23.4,0,0.8,NA,1.2,NA,21.4,NA
"iotc","MYS",82.5,7.5,2016,9.8,0.88,0,0.55,NA,NA,NA,0.33,NA
"iotc","TWN",82.5,7.5,2016,16.956,1.478,40,NA,NA,NA,NA,1.478,40
"iotc","LKA",82.5,7.5,2017,NA,37.8,0,6.8,NA,0.6,NA,30.4,NA
"iotc","LKA",82.5,7.5,2019,NA,8.1,0,0.6,NA,NA,NA,7.5,NA
"iotc","LKA",82.5,7.5,2020,NA,36.5,0,0.2,NA,NA,NA,36.3,NA
"iotc","MYS",82.5,7.5,2022,7.9,0.18,0,0.13,NA,NA,NA,0.05,NA
"iotc","MUS",82.5,7.5,2023,3,0.35,0,0.35,NA,NA,NA,NA,NA
"iotc","LKA",82.5,7.5,2024,NA,0.6,0,NA,NA,NA,NA,0.6,NA
"iotc","JPN",87.5,7.5,1954,339.49,0,18208,NA,5419,NA,7,NA,12782
"iotc","JPN",87.5,7.5,1955,52.334,0,3224,NA,694,NA,33,NA,2497
"iotc","JPN",87.5,7.5,1956,130.493,0,8067,NA,1957,NA,99,NA,6011
"iotc","JPN",87.5,7.5,1957,521.959,0,23853,NA,6924,NA,234,NA,16695
"iotc","JPN",87.5,7.5,1958,636.3,0,22933,NA,9719,NA,18,NA,13196
"iotc","JPN",87.5,7.5,1959,202.215,0,6850,NA,2469,NA,6,NA,4375
"iotc","JPN",87.5,7.5,1960,140.89,0,4601,NA,1770,NA,NA,NA,2831
"iotc","JPN",87.5,7.5,1961,81.185,0,2239,NA,1190,NA,2,NA,1047
"iotc","JPN",87.5,7.5,1962,52.845,0,1558,NA,657,NA,NA,NA,901
"iotc","JPN",87.5,7.5,1963,143.952,0,2629,NA,1400,NA,8,NA,1221
"iotc","JPN",87.5,7.5,1965,162.659,0,2232,NA,1127,NA,25,NA,1080
"iotc","JPN",87.5,7.5,1966,2.576,0,19,NA,17,NA,NA,NA,2
"iotc","JPN",87.5,7.5,1967,292.362,0,3725,NA,2179,NA,1,NA,1545
"iotc","TWN",87.5,7.5,1967,129.5,35.37188,778,2.12396,56,NA,NA,33.24792,722
"iotc","JPN",87.5,7.5,1968,39.375,0,533,NA,201,NA,NA,NA,332
"iotc","TWN",87.5,7.5,1968,342.1,275.17172,7209,105.3802,2301,NA,NA,169.79152,4908
"iotc","JPN",87.5,7.5,1969,110.672,0,1873,NA,1262,NA,NA,NA,611
"iotc","TWN",87.5,7.5,1969,1395.8,1141.98752,29985,275.61484,5917,NA,NA,866.37268,24068
"iotc","JPN",87.5,7.5,1970,40.805,0,495,NA,264,NA,NA,NA,231
"iotc","TWN",87.5,7.5,1970,191.5,107.75008,2745,42.33188,953,NA,NA,65.4182,1792
"iotc","JPN",87.5,7.5,1971,282.346,0,3923,NA,1839,NA,NA,NA,2084
"iotc","TWN",87.5,7.5,1971,670.5,375.4074672,8828,188.1078272,3735,0.39,18,186.90964,5075
"iotc","JPN",87.5,7.5,1972,81.605,0,855,NA,481,NA,NA,NA,374
"iotc","TWN",87.5,7.5,1972,137.2,54.62904,1236,29.93148,585,NA,NA,24.69756,651
"iotc","JPN",87.5,7.5,1973,56.878,0,632,NA,262,NA,NA,NA,370
"iotc","TWN",87.5,7.5,1973,107,58.26564,1278,28.02908,497,NA,NA,30.23656,781
"iotc","JPN",87.5,7.5,1974,143.863,0,1325,NA,720,NA,NA,NA,605
"iotc","TWN",87.5,7.5,1974,555.9,248.28988,5151,134.84536,2493,NA,NA,113.44452,2658
"iotc","KOR",87.5,7.5,1975,55.505,0,551,NA,319,NA,9,NA,223
"iotc","TWN",87.5,7.5,1975,191.8,58,1327,26.4364,593,NA,NA,31.5636,734
"iotc","JPN",87.5,7.5,1976,161.316,0,1456,NA,1055,NA,NA,NA,401
"iotc","KOR",87.5,7.5,1976,22.36,0,262,NA,154,NA,NA,NA,108
"iotc","TWN",87.5,7.5,1976,93.7,22.09336,415,17.47076,294,NA,NA,4.6226,121
"iotc","JPN",87.5,7.5,1977,9.703,0,74,NA,44,NA,NA,NA,30
"iotc","KOR",87.5,7.5,1977,14.22,0,171,NA,79,NA,NA,NA,92
"iotc","TWN",87.5,7.5,1977,293.5,147.407,3457,43.85728,765,NA,NA,103.54972,2692
"iotc","JPN",87.5,7.5,1978,15.408,0,154,NA,118,NA,NA,NA,36
"iotc","KOR",87.5,7.5,1978,181.864,0,6893,NA,4434,NA,18,NA,2441
"iotc","TWN",87.5,7.5,1978,782.6,274.5256,5739,119.9324,2049,NA,NA,154.5932,3690
"iotc","JPN",87.5,7.5,1979,102.229,0,917,NA,387,NA,NA,NA,530
"iotc","KOR",87.5,7.5,1979,47.558,0,365,NA,283,NA,NA,NA,82
"iotc","TWN",87.5,7.5,1979,1292.1,489.2964,11508,316.6568,6763,3.21,158,169.4296,4587
"iotc","JPN",87.5,7.5,1980,72.619,0,548,NA,177,NA,NA,NA,371
"iotc","KOR",87.5,7.5,1980,62.859,0,142,NA,87,NA,NA,NA,55
"iotc","TWN",87.5,7.5,1980,2185.3,502.35,11040,271.9388,5218,1.52,103,228.8912,5719
"iotc","JPN",87.5,7.5,1981,424.418,0,2109,NA,1057,NA,NA,NA,1052
"iotc","KOR",87.5,7.5,1981,40.393,0,76,NA,48,NA,NA,NA,28
"iotc","TWN",87.5,7.5,1981,2226.7,360.9572,6979,216.3516,3769,NA,NA,144.6056,3210
"iotc","JPN",87.5,7.5,1982,152.713,0,1418,NA,759,NA,NA,NA,659
"iotc","KOR",87.5,7.5,1982,71.526,0,428,NA,167,NA,1,NA,260
"iotc","TWN",87.5,7.5,1982,636.5,162.7016,3458,81.2812,1450,NA,NA,81.4204,2008
"iotc","JPN",87.5,7.5,1983,413.12,0,3529,NA,1563,NA,NA,NA,1966
"iotc","KOR",87.5,7.5,1983,86.798,0,370,NA,146,NA,NA,NA,224
"iotc","TWN",87.5,7.5,1983,1850.7,468.1992,10254,176.9464,3327,NA,NA,291.2528,6927
"iotc","JPN",87.5,7.5,1984,123.848,0,1494,NA,623,NA,NA,NA,871
"iotc","KOR",87.5,7.5,1984,48.678,0,250,NA,119,NA,NA,NA,131
"iotc","TWN",87.5,7.5,1984,3470.2,1129.0164,22566,516.6756,8204,NA,NA,612.3408,14362
"iotc","JPN",87.5,7.5,1985,286.353,0,2635,NA,809,NA,NA,NA,1826
"iotc","KOR",87.5,7.5,1985,116.479,0,856,NA,325,NA,NA,NA,531
"iotc","TWN",87.5,7.5,1985,2912.1,846.0692,19221,310.9148,5603,NA,NA,535.1544,13618
"iotc","JPN",87.5,7.5,1986,878.366,0,10332,NA,2912,NA,NA,NA,7420
"iotc","KOR",87.5,7.5,1986,31.464,0,251,NA,115,NA,13,NA,123
"iotc","TWN",87.5,7.5,1986,4303.5,1196.01464,24683,605.81464,9969,0.166,8,590.034,14706
"iotc","JPN",87.5,7.5,1987,987.249,0,16666,NA,6028,NA,NA,NA,10638
"iotc","KOR",87.5,7.5,1987,102.03,0,821,NA,152,NA,NA,NA,669
"iotc","TWN",87.5,7.5,1987,3186.1,861.20836,16679,452.57284,7203,NA,NA,408.63552,9476
"iotc","JPN",87.5,7.5,1988,1143.03,0,17833,NA,5932,NA,NA,NA,11901
"iotc","TWN",87.5,7.5,1988,1811.6,495.62044,9648,320.63792,5660,NA,NA,174.98252,3988
"iotc","JPN",87.5,7.5,1989,982.241,0,18134,NA,4482,NA,29,NA,13623
"iotc","TWN",87.5,7.5,1989,1455.8,318.40676,7041,141.08152,2881,0.032,2,177.29324,4158
"iotc","JPN",87.5,7.5,1990,1801.534,0,23504,NA,5377,NA,17,NA,18110
"iotc","TWN",87.5,7.5,1990,474.726,129.69368,3482,73.96508,1884,0.849,56,54.8796,1542
"iotc","JPN",87.5,7.5,1991,964.733,0,10206,NA,2997,NA,NA,NA,7209
"iotc","TWN",87.5,7.5,1991,494.654,121.8812,2495,81.00628,1503,NA,NA,40.87492,992
"iotc","JPN",87.5,7.5,1992,740.218,0,9456,NA,2138,NA,NA,NA,7318
"iotc","KOR",87.5,7.5,1992,24.846,0,61,NA,54,NA,NA,NA,7
"iotc","JPN",87.5,7.5,1993,312.088,0,3127,NA,1192,NA,15,NA,1920
"iotc","KOR",87.5,7.5,1993,31.85,0,245,NA,165,NA,NA,NA,80
"iotc","TWN",87.5,7.5,1993,232.756,52.71156,1374,26.7786,674,NA,NA,25.93296,700
"iotc","JPN",87.5,7.5,1994,495.368,0,5455,NA,3031,NA,NA,NA,2424
"iotc","KOR",87.5,7.5,1994,13.698,1.049,0,0.968,NA,NA,NA,0.081,NA
"iotc","TWN",87.5,7.5,1994,254.37,80.31608,2163,36.46112,894,NA,NA,43.85496,1269
"iotc","IND",87.5,7.5,1995,40.3,1.6,0,NA,NA,NA,NA,1.6,NA
"iotc","JPN",87.5,7.5,1995,420.673,0,3134,NA,1504,NA,75,NA,1555
"iotc","KOR",87.5,7.5,1995,17.02,0.938,0,0.664,NA,NA,NA,0.274,NA
"iotc","TWN",87.5,7.5,1995,592.094,131.66696,3669,98.25084,2600,NA,NA,33.41612,1069
"iotc","JPN",87.5,7.5,1996,869.962,0,10731,NA,3561,NA,NA,NA,7170
"iotc","TWN",87.5,7.5,1996,775.397,159.521,4410,86.894,2211,NA,NA,72.627,2199
"iotc","JPN",87.5,7.5,1997,1750.507,0,15915,NA,3859,NA,NA,NA,12056
"iotc","KOR",87.5,7.5,1997,5.4,0.616,0,0.175,NA,NA,NA,0.441,NA
"iotc","TWN",87.5,7.5,1997,402.112,61.575,1253,47.537,877,NA,NA,14.038,376
"iotc","JPN",87.5,7.5,1998,565.159,0,6164,NA,1596,NA,336,NA,4232
"iotc","PHL",87.5,7.5,1998,NA,24.087,695,20.149,558,0.324,34,3.614,103
"iotc","TWN",87.5,7.5,1998,203.953,33.283,726,23.934,439,NA,NA,9.349,287
"iotc","CHN",87.5,7.5,1999,8108.5,1752.36,0,786.95,NA,12.04,NA,953.37,NA
"iotc","JPN",87.5,7.5,1999,931.223,0,13037,NA,3008,NA,18,NA,10011
"iotc","PHL",87.5,7.5,1999,NA,3.404,97,3.053,88,NA,NA,0.351,9
"iotc","TWN",87.5,7.5,1999,1016.918,275.058,6023,141.492,2284,1.945,76,131.621,3663
"iotc","CHN",87.5,7.5,2000,4086,1072.9,0,409.8,NA,NA,NA,663.1,NA
"iotc","JPN",87.5,7.5,2000,778.964,0,7327,NA,3091,NA,NA,NA,4236
"iotc","TWN",87.5,7.5,2000,1194.775,239.588,5262,173.803,3220,NA,NA,65.785,2042
"iotc","CHN",87.5,7.5,2001,6610.3,1313.6,0,816.2,NA,1.8,NA,495.6,NA
"iotc","JPN",87.5,7.5,2001,502.816,0,3299,NA,891,NA,NA,NA,2408
"iotc","TWN",87.5,7.5,2001,362.759,64.263,1433,26.131,544,NA,NA,38.132,889
"iotc","JPN",87.5,7.5,2002,236.124,0,1899,NA,1072,NA,NA,NA,827
"iotc","PHL",87.5,7.5,2002,NA,32.152,938,27.85,820,NA,NA,4.302,118
"iotc","TWN",87.5,7.5,2002,30.009,15.352,327,9.355,168,NA,NA,5.997,159
"iotc","JPN",87.5,7.5,2003,24.16,0,94,NA,52,NA,NA,NA,42
"iotc","PHL",87.5,7.5,2003,NA,3.218,0,2.522,NA,NA,NA,0.696,NA
"iotc","TWN",87.5,7.5,2003,100.327,37.317,826,35.044,767,0.066,3,2.207,56
"iotc","JPN",87.5,7.5,2004,45.486,0,806,NA,368,NA,NA,NA,438
"iotc","TWN",87.5,7.5,2004,187.974,52.448,1371,38.296,941,2.201,83,11.951,347
"iotc","JPN",87.5,7.5,2005,123.649,0,1177,NA,489,NA,NA,NA,688
"iotc","TWN",87.5,7.5,2005,3.902,0.588,12,0.588,12,NA,NA,NA,NA
"iotc","JPN",87.5,7.5,2006,7.284,0,2,NA,NA,NA,NA,NA,2
"iotc","TWN",87.5,7.5,2006,87.408,29.814,904,18.566,525,0.145,7,11.103,372
"iotc","JPN",87.5,7.5,2007,130.142,0,747,NA,227,NA,NA,NA,520
"iotc","THA",87.5,7.5,2007,NA,0.497543076932431,0,0.323461811244488,NA,NA,NA,0.174081265687943,NA
"iotc","TWN",87.5,7.5,2007,100.928,19.1,482,14.123,359,0.39,10,4.587,113
"iotc","JPN",87.5,7.5,2008,107.791,0,606,NA,347,NA,NA,NA,259
"iotc","PHL",87.5,7.5,2008,NA,77.546,0,76.363,NA,NA,NA,1.183,NA
"iotc","SYC",87.5,7.5,2008,3.04,0.51448,9,0.49704,8,NA,NA,0.01744,1
"iotc","TWN",87.5,7.5,2008,2012.474,457.091,11334,228.095,4942,11.524,538,217.472,5854
"iotc","IND",87.5,7.5,2009,13.45,0.73,0,NA,NA,NA,NA,0.73,NA
"iotc","JPN",87.5,7.5,2009,98.646,0,481,NA,339,NA,NA,NA,142
"iotc","SYC",87.5,7.5,2009,3.22809917355372,0.191011239669421,4.09917355371901,0.191011239669421,4.09917355371901,NA,NA,NA,NA
"iotc","TWN",87.5,7.5,2009,2117.899,320.852,8585,98.566,2293,10.646,281,211.64,6011
"iotc","TWN",87.5,7.5,2010,3268.452,533.096,13488,117.569,2561,3.923,251,411.604,10676
"iotc","IND",87.5,7.5,2011,203.487,11.397,0,NA,NA,NA,NA,11.397,NA
"iotc","SYC",87.5,7.5,2011,6.52182741116751,10.7325401522843,305.395939086295,7.28188609137056,174.096446700508,1.1572,44,2.29345406091371,87.2994923857868
"iotc","TWN",87.5,7.5,2011,1238.114,186.017,4724,72.402,1636,4.546,283,109.069,2805
"iotc","JPN",87.5,7.5,2012,32.54,0,150,NA,146,NA,NA,NA,4
"iotc","TWN",87.5,7.5,2012,648.101,85.304,2301,17.39,403,1.047,59,66.867,1839
"iotc","SYC",87.5,7.5,2013,3,0.327,8,0.24416,4,NA,NA,0.08284,4
"iotc","TWN",87.5,7.5,2013,1183.608,107.07,3164,31.77,950,1.75,101,73.55,2113
"iotc","JPN",87.5,7.5,2014,3.335,0,8,NA,8,NA,NA,NA,NA
"iotc","LKA",87.5,7.5,2014,NA,1088.9,0,NA,NA,NA,NA,1088.9,NA
"iotc","TWN",87.5,7.5,2014,1106.848,112.787,2263,41.264,729,NA,NA,71.523,1534
"iotc","CHN",87.5,7.5,2015,153.056,65.992,4255,17.169,504,30.188,3178,18.635,573
"iotc","LKA",87.5,7.5,2015,NA,63.25,0,1.61,NA,NA,NA,61.64,NA
"iotc","SYC",87.5,7.5,2015,3.01149425287356,0.460648199233716,13.0498084291188,0.244001302681992,4.01532567049808,NA,NA,0.216646896551724,9.03448275862069
"iotc","TWN",87.5,7.5,2015,551.042,47.771,1062,12.118,220,NA,NA,35.653,842
"iotc","LKA",87.5,7.5,2016,NA,291.7,0,5.9,NA,NA,NA,285.8,NA
"iotc","MYS",87.5,7.5,2016,9.6,0.91,0,0.65,NA,NA,NA,0.26,NA
"iotc","TWN",87.5,7.5,2016,751.051,118.899,2563,23.661,344,0.09,4,95.148,2215
"iotc","LKA",87.5,7.5,2017,NA,378.9,0,55.7,NA,0.6,NA,322.6,NA
"iotc","TWN",87.5,7.5,2017,568.122,202.167,3944,49.22,805,0.093,3,152.854,3136
"iotc","LKA",87.5,7.5,2018,NA,349,0,71.6,NA,0.2,NA,277.2,NA
"iotc","MYS",87.5,7.5,2018,8.1,0.677,0,0.39,NA,NA,NA,0.287,NA
"iotc","SYC",87.5,7.5,2018,3.6,0.072284211,0,0.072284211,NA,NA,NA,NA,NA
"iotc","TWN",87.5,7.5,2018,1170.862,112.104,2242,27.426,419,NA,NA,84.678,1823
"iotc","LKA",87.5,7.5,2019,NA,106.6,0,9.4,NA,1.9,NA,95.3,NA
"iotc","TWN",87.5,7.5,2019,207.448,12.709,352,1.321,23,NA,NA,11.388,329
"iotc","CHN",87.5,7.5,2020,28.825,3.341,96,1.644,39,0.699,29,0.998,28
"iotc","KOR",87.5,7.5,2020,5.975,0,1,NA,1,NA,NA,NA,NA
"iotc","LKA",87.5,7.5,2020,NA,34.7,0,7.3,NA,NA,NA,27.4,NA
"iotc","SYC",87.5,7.5,2020,9.71851851851852,9.83511037037037,0,1.17076765432099,NA,NA,NA,8.66434271604938,NA
"iotc","TWN",87.5,7.5,2020,323.07,6.655,118,4.283,66,NA,NA,2.372,52
"iotc","CHN",87.5,7.5,2021,10.2,0.805,18,0.805,18,NA,NA,NA,NA
"iotc","IDN",87.5,7.5,2021,21.4,3.845,0,0.845,NA,NA,NA,3,NA
"iotc","LKA",87.5,7.5,2021,NA,61.2,0,25.1,NA,NA,NA,36.1,NA
"iotc","MYS",87.5,7.5,2021,157.2,2.729,0,0.685,NA,NA,NA,2.044,NA
"iotc","TWN",87.5,7.5,2021,794.4,49.759,1019,21.584,342,0.074,3,28.101,674
"iotc","CHN",87.5,7.5,2022,3.2,0.676,12,0.331,5,NA,NA,0.345,7
"iotc","LKA",87.5,7.5,2022,NA,58.6,0,39.3,NA,NA,NA,19.3,NA
"iotc","MYS",87.5,7.5,2022,248.68,6.614,0,2.665,NA,NA,NA,3.949,NA
"iotc","TWN",87.5,7.5,2022,891.465,20.85,379,11.078,147,NA,NA,9.772,232
"iotc","JPN",87.5,7.5,2023,10.1,0,46,NA,36,NA,NA,NA,10
"iotc","LKA",87.5,7.5,2023,NA,11.218,0,2.618,NA,NA,NA,8.6,NA
"iotc","MUS",87.5,7.5,2023,24,9.15,0,6.97,NA,NA,NA,2.18,NA
"iotc","MYS",87.5,7.5,2023,136.4,9.955,0,6.73,NA,NA,NA,3.225,NA
"iotc","TWN",87.5,7.5,2023,271.329,3.117,62,1.587,25,NA,NA,1.53,37
"iotc","LKA",87.5,7.5,2024,NA,8.1,0,0.2,NA,NA,NA,7.9,NA
"iotc","MUS",87.5,7.5,2024,2.85,0.53,0,0.29,NA,0.03,NA,0.21,NA
"iotc","TWN",87.5,7.5,2024,156.732,1.744,33,1.236,21,NA,NA,0.508,12
"iotc","LKA",87.5,7.5,2025,NA,10.6,0,0.8,NA,0.16,NA,9.64,NA
"iotc","OMN",87.5,7.5,2025,3.3,0.57,0,0.33,NA,NA,NA,0.24,NA
"iotc","SYC",87.5,7.5,2025,17.1,0.03,1,NA,NA,0.03,1,NA,NA
"iotc","TWN",87.5,7.5,2025,390.732,16.142,254,14.985,232,NA,NA,1.157,22
"iotc","TZA",87.5,7.5,2025,7.68,0.03,0,NA,NA,NA,NA,0.03,NA
"iotc","JPN",92.5,7.5,1954,530.471,0,28419,NA,5700,NA,25,NA,22694
"iotc","JPN",92.5,7.5,1955,163.493,0,8958,NA,1506,NA,7,NA,7445
"iotc","JPN",92.5,7.5,1956,226.484,0,9127,NA,1730,NA,41,NA,7356
"iotc","JPN",92.5,7.5,1957,392.629,0,12995,NA,3299,NA,65,NA,9631
"iotc","JPN",92.5,7.5,1958,403.12,0,12252,NA,3023,NA,256,NA,8973
"iotc","JPN",92.5,7.5,1959,103.623,0,3231,NA,847,NA,2,NA,2382
"iotc","JPN",92.5,7.5,1960,239.376,0,8291,NA,2351,NA,11,NA,5929
"iotc","JPN",92.5,7.5,1961,93.406,0,2354,NA,1311,NA,NA,NA,1043
"iotc","JPN",92.5,7.5,1962,178.844,0,5236,NA,1363,NA,NA,NA,3873
"iotc","JPN",92.5,7.5,1963,120.841,0,1976,NA,914,NA,2,NA,1060
"iotc","JPN",92.5,7.5,1964,74.987,0,1526,NA,557,NA,NA,NA,969
"iotc","JPN",92.5,7.5,1965,183.153,0,2546,NA,1153,NA,NA,NA,1393
"iotc","JPN",92.5,7.5,1966,16.728,0,238,NA,102,NA,NA,NA,136
"iotc","JPN",92.5,7.5,1967,401.079,0,5538,NA,3318,NA,43,NA,2177
"iotc","TWN",92.5,7.5,1967,356.8,127.47704,2739,51.95408,1215,NA,NA,75.52296,1524
"iotc","JPN",92.5,7.5,1968,50.942,0,724,NA,233,NA,NA,NA,491
"iotc","TWN",92.5,7.5,1968,254.2,82.36928,1883,37.1316,904,NA,NA,45.23768,979
"iotc","JPN",92.5,7.5,1969,136.317,0,2359,NA,1222,NA,NA,NA,1137
"iotc","TWN",92.5,7.5,1969,1066.9,681.152,18653,277.59148,6898,NA,NA,403.56052,11755
"iotc","JPN",92.5,7.5,1970,7.65,0,63,NA,17,NA,NA,NA,46
"iotc","TWN",92.5,7.5,1970,980.5,488.12684,12579,201.5268,4054,NA,NA,286.60004,8525
"iotc","JPN",92.5,7.5,1971,75.612,0,772,NA,441,NA,NA,NA,331
"iotc","TWN",92.5,7.5,1971,356.7,183.0695424,4691,61.5387424,1293,0.537,18,120.9938,3380
"iotc","JPN",92.5,7.5,1972,42.536,0,404,NA,198,NA,NA,NA,206
"iotc","TWN",92.5,7.5,1972,212.8,84.58488,2351,36.13168,1015,NA,NA,48.4532,1336
"iotc","JPN",92.5,7.5,1973,2.147,0,26,NA,14,NA,NA,NA,12
"iotc","TWN",92.5,7.5,1973,69.7,71.45368,1546,27.25768,417,NA,NA,44.196,1129
"iotc","JPN",92.5,7.5,1974,16.8,0,144,NA,62,NA,NA,NA,82
